,Summary,Text
28,"An accused in the ?3,700 crore Noida trading scam has told the police that the company had planned an Australia tour for 150 distributors, which included sky-diving, reports said. The company's director said it was a promotional tour to motivate the distributors. Notably, the scam duped seven lakh people on the pretext of earning money by liking Facebook pages.","distributors Greater Noida, Feb 11 (PTI) An accused in the Rs 3700 crore online trading fraud case has told the police that his company had planned a tour of Australia for 150 distributors which also included sky-diving, officials said today. UPSTF ASP Triveni Singh said the Special Investigation Team had carried a search of Ablazes Ghaziabad office, and seized 32 CPUs, bank drafts worth Rs 7 crore from the premises. The search was carried out following a detailed interrogation of the accused. Documents of a villa at JP Greens, a commercial property in Greater Noida and 36 passports were also seized, Triveni said. The companys director Abhinav Mittal, who is one of the accused, told the team that these passports belonged to the diamond and gold distributors. The company has planned a 6 night and 7 day tour of Australia for 150 such distributors as a promotional tour to motivate them, starting from March 13 to 19, he said. "
29,"Chinese ambassador to India Luo Zhaohui on Tuesday said that India-China military standoff in the Sikkim section is ""grave"". There is ""no scope for a compromise"" in the region, Zhaohui asserted. He added that withdrawal of Indian troops from the area is a ""pre-condition for any meaningful dialogue between China and India"" to achieve a peaceful resolution to the conflict.","compromise By Priyanka Tikoo New Delhi, Jul 4 (PTI) China today ruled out a compromise in the military standoff with India in the Sikkim section, and put the onus on New Delhi to resolve the ""grave"" situation. In unusually blunt remarks, Chinas Ambassador to India Luo Zhaohui said ""the ball is in Indias court"" and it was for the Indian government to decide what options could be on the table to resolve the standoff. Asked about remarks by official Chinese media and think- tanks that the conflict can lead to a ""war"" if not handled properly, the ambassador said in an interview to PTI: ""There has been talk about this option, that option. It is up to your government policy (whether to exercise military option)."" The Chinese government is very clear that it wants peaceful resolution at current state of the situation for which withdrawal of Indian troops from the area is a ""pre- condition"", he asserted. ""The first priority is that the Indian troops unconditionally pull back to the Indian side of the boundary. That is the precondition for any meaningful dialogue between China and India,"" he said. China and India have been engaged in a standoff in the Dokalam area near the Bhutan trijunction for past 19 days after a Chinese armys construction party came to build a road. Doka La is the Indian name for the region which Bhutan recognises as Dokalam, while China claims it as part of its Donglang region. China and Bhutan are engaged in talks over the resolution of the area. Bhutan, however, has no diplomatic ties with China and it is supported militarily and diplomatically by India. ""The situation is grave and made me deeply worried. It is the first time that Indian troops have crossed the mutually recognised boundary and trespassed into Chinas territory, triggering a close range face off between Chinese and Indian border troops. Now 19 days have passed, but the situation still has not eased,"" Luo said. He also asserted that India has no right to interfere with the China-Bhutan boundary talks, nor is it entitled to make territorial claims on behalf of Bhutan. On the standoff, the Ministry of External Affairs had said India was ""deeply concerned at the recent Chinese actions and has conveyed to the Chinese government that such construction would represent a significant change of status quo with serious security implications for India"". "
30,"The entry of schools' management committee members within 200 metres of an examination centre has been banned to check cheating by students in Uttar Pradesh, Deputy CM Dinesh Sharma said on Tuesday. Running of schools at least 220 days in a year has also been made mandatory. Furthermore, sale of stationery and clothes in private schools has also been banned.","centres: Sharma Mathura (UP), Apr 10 (PTI) Entry of members of management committees of schools within 200 metres of an examination centre has been banned to check cheating by students, Uttar Pradesh Deputy Chief Minister Dinesh Sharma said here today. ""UP would be made free from copying/cheating,"" Sharma told reporters in Vrindavan. He said that sale of stationery and clothes has been banned in private schools. He said that payment of teachers according to their qualifications would be ensured in the private schools. Running of schools at least 220 days in a year would now be mandatory with stress on quality education, he asserted. He said norms are being set to control commercialisation of the higher education. Referring to the loan waiver given to farmers, he said other promises made in the BJPs election manifesto would also be fulfilled. "
31,"Richard Evans, son of a co-owner of the company whose vehicle was used in the recent London mosque attack, has been arrested over a Twitter post. He had tweeted, ""it's a shame they don't hire out tanks,"" after the attack. Evans was arrested ""on suspicion of displaying threatening abusive statement with the intent to stir up racial hatred"", police said.","attack London, Jun 21 (PTI) A 37-year-old man, believed to be the son of the co-owner of a company whose vehicle was used in the London mosque attack, has been arrested over an offensive social media post in which he said ""its a shame they dont hire out tanks"". A spokeswoman for South Wales Police said the man has been arrested ""on suspicion of displaying threatening abusive / insulting written material with intent / likely to stir up racial hatred. He is currently in police custody"". Comments by a Richard Gear Evans on Facebook and Twitter read: ""Its a shame that van was a nice drive as well"". "".. Glad Im not running the van hire the police wouldn?t like what my answer would be. Its my Dads company I dont get involved its a shame they dont hire out a Steam Rollers or Tanks could have done a tidy job then."" "
32,"The Delhi High Court on Friday observed that priests should give devotees one or two seconds to communicate with God and should not obstruct them while managing the crowd. ""There's only a fraction of a second for a person to view the deity?here the fraction of a second isn't unobstructed,"" the court said in regards to Kalkaji Temple in Delhi. ","and God : HC New Delhi, Feb 10 (PTI) Priests ought not to obstruct communication between devotees and God, the Delhi High Court today said while giving suggestions on managing the rush of people at Kalkaji Temple here. The observation came from Justice J R Midha who also said that the ""working in the temple has to improve. This is not the way. I am concerned whether a temple should be run in this way"". ""There is only a fraction of a second for a person to view the deity. Within that fraction of a second, there should be no obstruction between devotees and God. Here (the temple) the fraction of a second is not unobstructed. I also go to that temple. ""People (the priests) are there only to obstruct. Give a person one or two seconds to communicate with God. The people there (the priests) are not better enlightened that they can communicate to God better than devotees,"" the judge said. "
33,"Following the directions of the Election Commission, the UP government has covered the word 'Samajwadi' written on 1,488 ambulances under its Samajwadi Swasthya Seva initiative. The Samajwadi Swasthya Sewa, the free-of-cost and round-the-clock emergency ambulance service, was launched in the state by Chief Minister Akhilesh Yadav. The ambulance aims to reach the patient within 20 minutes.","ambulances Lucknow, Feb 25 (PTI) The Uttar Pradesh government has covered the word ""Samajwadi"" written on 1,488 ambulances under its Samajwadi Swasthya Seva initiative as per the directive of the Election Commission. Additional Chief Electoral Officer (CEO) P K Pandey said a decision in this regard was taken following a complaint. "
34,"Delhi High Court gave the Home Ministry six weeks to comply with the 2014 judgment, in which the court found BJP and Congress defying the norms of the Foreign Contribution (Regulation) Act. The Act prohibits political parties or legislator from accepting foreign contributions. In 2014, the court had directed the ministry and Election Commission to take action within six months.","against parties New Delhi, Jul 20 (PTI) The Delhi High Court today granted six weeks to the Centre to comply with its 2014 order directing action against political parties violating foreign funding norms. Justice A K Chawla observed that the six months granted in the March 28, 2014 order has not been extended by it and, therefore there was no reason for the government to not comply with it. The court fixed the matter for further hearing on December 5. The lawyer appearing for the Centre submitted that more time was required for compliance as the record was voluminous. The court had on March 21 this year issued notice to the Centre on a contempt plea alleging the government took no action against political parties violating foreign funding norms despite the court order. It had sought response on whether action would be taken against them under the relevant law. The high court had on March 28, 2014 held that the BJP and the Congress had prima facie violated the foreign funding law by receiving donations from UK-based Vedanta Resources subsidiaries and directed the Centre and the Election Commission of India (ECI) to take appropriate action against them within six months. "
35,"Hollywood actor Ben Stiller announced his separation from wife Christine Taylor after 17 years of marriage on Friday. The two have worked together in films including n'Zoolander', 'Tropic Thunder' and television series 'Arrested Development', among others. They got married in 2000 and have two children together, a fifteen-year-old daughter and a twelve-year-old son.nn","Zoolander actor Ben Stiller and his wife Christine Taylor said on Friday they had decided to separate after 18 years together.""With tremendous love and respect for each other, and the 18 years we spent together as a couple, we have made the decision to separate. Our priority will continue to be raising our children as devoted parents and the closest of friends. We kindly ask that the media respect our privacy at this time,"" the couple said in a joint statement.Stiller and Taylor, best known for playing teenage daughter Marcia Brady in The Brady Bunch Movie in 1995, have appeared together in many films, including Tropic Thunder and Meet the Parents."
36,"The 93-year-old Zimbabwean President Robert Mugabe has reached Singapore for a ""routine"" medical checkup, prompting opposition figures to question whether he is still medically fit to run the country. However, Mugabe, who has been in power since 1980, has claimed that he is fit and will contest the country's presidential election next year.","Zimbabwe?s President Robert Mugabe is in Singapore for medical reasons, prompting opposition figures to question whether the 93-year-old still has the stamina to run the country.State media, quoting an information ministry statement, said the world?s oldest head of state left on Friday for a ?routine? medical checkup and will be back in Zimbabwe later this week. This is Mugabe?s third Singapore visit this year.Mugabe had been scheduled to address a campaign rally on Friday, but organisers say that has been cancelled due to the trip.The opposition, which has called him a ?non-resident president? due to his frequent foreign travels, has expressed concern over his health, saying he should retire.Mugabe has said he will contest next year?s election, claiming he is still fit. He has been in power since 1980."
37,"Sourav Ganguly has credited Indian Premier League for Indian leg-spinner Yuzvendra Chahal's rise in T20Is. ""He (Chahal) has got better and better by bowling in the IPL. He knows exactly what to do. It's a terrific effort. IPL has had great effects on India's T20,"" said Ganguly. Notably, Chahal took six wickets for 25 runs against England on Wednesday.","Yuzvendra Chahal took six wickets for 25 runs as India bowled England out for just 127 to win their third T20I by 75 runs on Wednesday, securing a 2-1 victory in the three-match series. (Never dreamt of taking six-wicket haul, says Yuzvendra Chahal)Chasing 203 for victory, a spectacular batting collapse by England saw it bowled out in 16.3 overs - with the last eight wickets falling for just eight runs and six players failing to score. (Yuzvendra Chahal second bowler after Ajantha Mendis to take six-wicket haul in T20 InternationalsChahal became the first Indian bowler to take a five-wicket haul in T20Is, and he also took the third-best figures in the shortest format. Only Sri Lanka's Ajantha Mendis has achieved a six-wicket haul before him, twice, with figures of 6-8 against Zimbabwe (2012) and 6-16 against Australia (2011). (Bengaluru T20I: Chahal's record haul of 6/25 sets up India's third successive series win over England)Former India captain Sourav Ganguly credited the Indian Premier League for the rise of Chahal. The 26-year-old Chahal plays for Royal Challengers Bangalore in the IPL.""Chahal is also a Royal Challengers Bangalore bowler. So, he knows this surface as much as anybody else does. T20 cricket has been a product of the IPL and Chahal has been a product of the IPL. He has got better and better by bowling in the IPL. He knows exactly what to do. It's a terrific effort. IPL has had great effects on India's T20 side and you have seen a lot of players come out of that format and do well for India,"" Ganguly to India Today.'INDIA WERE OUTSTANDING'"
38,"Following his 150-run knock in the second ODI against England, Yuvraj Singh said that Sachin Tendulkar calling him a ""superstar"" is a little embarrassing. ""What an amazing partnership between a superstar and a rockstar!! We enjoyed the show :) @YUVSTRONG12 @msdhoni #INDvENG"", tweeted Sachin Tendulkar. The 35-year-old scored his 14th ODI hundred, coming after a gap of almost six years.","Yuvraj Singh's innings against England at Cuttack is being hailed by the cricketing fraternity since Thursday. Yuvraj roared back to form and announced his comeback to international cricket with a blazing 150 off 127 balls which helped India win the second ODI by 15 runs and take an unassailable 2-0 lead in the three-match series. (Kohli on Yuvraj's 150: Exactly what we envisioned)It was a typical Yuvraj innings which included a staggering 21 boundaries but just three sixes. Indian cricket fans also to witness Mahendra Singh Dhoni at his very best as he slammed a 122-ball 134. The duo revived memories of their numerous match-winning partnerships of the past by adding a record 256 runs for the fourth wicket  which helped India post a mammoth 381/6 after being asked to bat first. (Yuvraj Singh, MS Dhoni hundreds give India series win over England)England then rode on captain Eoin Morgan's 81-ball 102 to get close to the target but fell agonisingly short thanks to some intelligent bowling by Ravichandran Ashwin (3/65) and Jasprit Bumrah (2/81) in the death overs. (Kohli's trust was important as I could have retired: Yuvraj Singh)Yuvraj's twitter account was instantly flooded with congratulatory messages from his fans, fellow cricketers and his former teammates. Cricket icon Sachin Tendulkar also wished Yuvi and Dhoni after the win and called them both superstar and rockstar respectively. (Vintage Yuvraj Singh is back with a bang)What an amazing partnership between a superstar and a rockstar!! We enjoyed the show :) @YUVSTRONG12@msdhoni#INDvENGpic.twitter.com/mU8o3iJfZiYuvraj though, was a little embarrassed with Tendulkar's message and he explained why after the match. (Nice to see Dhoni play freely: Yuvraj)""He (Sachin) always calls me a superstar which is a little embarrassing in front of him. He's always trying to be funny with be but I always take his wishes. Thank you very much Mr. Tendulkar for your wishes, I think they worked really well today,"" Yuvi told bcci.tv."
39,Yuva Sena chief Aaditya Thackeray has demanded the resignation of Maharashtra Education Minister Vinod Tawde and Mumbai University Vice-Chancellor Sanjay Deshmukh over the delay in declaration of MU results. He also called for a government inquiry into why the online assessment system was adopted by MU and asked if it was a scam as it failed badly.,"Yuva Sena Chief Aaditya Thackeray on Monday met Maharashtra Governor Vidyasagar Rao to complain about the ongoing chaos over exam assessment in the Mumbai University and demanded resignations of state education minister Vinod Tawde and vice-chancellor Sanjay Deshmukh.Thackeray asked the governor to conduct an inquiry into why the university decided to opt for online assessment of papers this year, a move that has resulted in chaos and inordinate delays in paper correction.?I called the governor today to raise the issue of absolute mismanagement of the Mumbai University currently by the vice-chancellor. An inquiry must happen into why online assessment was opted for. How was the tender processed? As it has failed so badly, is it a scam?? Thackeray tweeted after the meeting.Read more:?Mumbai university results to be out by second week of AugustThe Yuva Sena leader pointed out how just a few lakh papers have been assessed until now. With there being a hurry to meet the July 31 deadline to complete the assessment, Thackeray also raised questions over the quality of paper correction.He said on Twitter, ?The Mumbai University is now without a Pro Vice Chancellor, Registrar, has an adhoc controller of examinations and is in the middle of a mess.?Finally are the Education Minister and the Vice Chancellor understanding the needs of the MU and education or must they resign?? Aaditya Thackeray (@AUThackeray) July 24, 2017This is the first year that the Mumbai University has moved to an online assessment process, leading to major delays in the completion of assessment and announcing results of examinations held in April-May.Read more: Lights, camera, satire: Mumbai University students voice their woes in parody video"
40,"Nineteen-year-old Rishabh Pant has been named the captain of the Delhi one-day team, replacing Gautam Gambhir. Pant, whose first assignment as captain will be the upcoming Vijay Hazare Trophy, made his debut for India in the final T20I against England, becoming India's youngest player in T20I cricket. Notably, Pant was the fourth-highest run-scorer in Ranji Trophy 2016-17.",Young wicketkeeper-batsman Rishabh Pant has been named the captain of the Delhi one-day team replacing Gautam Gambhir signalling a change of guard in senior state team.It was learnt that chairman of selection committee Atul Wasan personally spoke to Gambhir to inform him about the decision of the selection committee.
41,"The Gurugram police station has transformed two rooms into a play area to ensure that children who accompany adults are not affected by their surroundings. ""The play area is meant to provide a friendly environment, which engages them and lets them relax,"" said an official. The same rooms will also double as a crÃÂ¨che for children of police personnel. n","Young visitors at the women?s police station in Sector 51 will no longer have to witness quarrelling families, wailing parents and injured victims. The police station now has a two-room ?Phulwari? complete with toys, puzzles and a nanny to ensure children do not get affected by their murky surroundings. ?Kids often accompany adults to the police station and find the surroundings traumatizing,? said ACP Dharna Yadav. ?A number of times, children themselves are the victims and in a traditional police station, they find it difficult to tell us what happened. The play area is meant to provide a friendly environment, which engages them and lets them relax,? she added. Phulwari, which will also double as a crÃÂ¨che for children of police personnel, has been provided a separate entry separating it from the main police station section. The rooms, which were once the office of a senior official, have been painted with colourful motifs and stocked with story books, art and craft material, puzzles and toys to engage children between 3 to 12 years of age. ?The colours are crucial as they help children express their deepest thoughts, pain and sadness,? Yadav said.The rooms have been stocked with story books, toys, art and craft material and puzzles. 
							(Sanjeev Verma/HT PHOTO)
						The area will be overseen by two full-time trained woman constables, besides a nanny. Officials say about 8-10 children walk into the station daily with couples facing marital discord. ?A number of children who come with their parents are teenagers and understand what is happening. For the time that they are here, they can also be in Phulwari and use their time creatively,? Yadav said. The police station also uses the voluntary service of a ceramic artist to engage children through pottery.Gurgaon police personnel, who are on 24-hour duty, will be able to use this place for their children up to seven years of age. ?Kids of police officials can also stay here and even spend a few days if the parent is on duty,? said Yadav.The play area will also double as a crÃÂ¨che for children police personnel. 
							(Sanjeev Verma/HT PHOTO)
						Inspector Kailash, SHO of the women police station, said that Phulwari will be operational 24 hours and children will be given good quality food as well. ?Children who want to sleep can do so during the day as there are cots and supervisors will be working full time,? she says.Gurgaon Police claim that this is the first child-friendly police station in Haryana. Officials say the project received support of 400 women police officials of the force, many of whom also contributed in setting up the area. The art and craft material, particularly colours, brushes, and easel has been donated by the staff. Inaugurated on February 14 by Gurgaon police commissioner Sandeep Khirwar, the play area-cum-creche will also have facilities to counsel children. ?Children, whether they are victims or they visit the police station with their parents, need special care and attention. They need friends, who listen to them and care for them. This is why such a space has been created,? said Khirwar."
42,"The Unique Identification Authority of India has launched 'mAadhaar', a new app for syncing Aadhaar data on mobile phones. The app allows users to carry their Aadhaar information including name, date of birth, gender, address, and the linked photograph, on their smartphones. The app also allows users to lock or unlock biometrics data.","You will be able to carry your Aadhaar's demographic information on your smartphone from now on. This will be possible via the newly launched mAadhaar application by the Unique Authentication of India (UIDAI). mAadhaar or Mobile Aadhaar will let you carry the digital version of your Aadhaar eKYC details on your smartphone, just as the name suggests. This can be done just by signing up to the mAadhaar app, which is already available for download via the Google Play store. For now, the mAadhaar app announced by UIDAI is available for the Android smartphone users only. However, chances are that it might soon roll out to the iOS users as well. With this initiative, UIDAI reduces the burden of carrying the Aadhaar card everywhere you go, given the fact that Aadhaar eKYC details are required for everything today. Modi Government has been talking about digital India for a long time now, and this (mAadhaar) is yet another move for the digital future. So, how does the mAadhaar app works? Here are all the details, and the features you should know. All that needs to be done is download the mAadhaar application on Android phone first, and then login with Aadhaar details. After which you will be able to download your Aadhaar number profile. ""This is a convenient way to carry Aadhaar number with demographic details anytime, anywhere,"" mentions the app description. Apart from providing the digital version of the Aadhaar card, the app does a lot more.ÃÂ  Also Read:ÃÂ Before filing Income Tax returns, use these steps to link Aadhaar number with PAN cardmAadhaar app also allow you to lock or unlock their biometrics data. Further, you will be able to secure biometric authentication by locking biometrics data. However, in case someone at some point wants to unlock their biometric details, they can also do that. They can simply disable the locking system on the app.Furthermore, the mAadhaar app also comes with Time-based One-Time Password (TOTP) feature as well. Time-based One-Time Password is basically an automatically generated temporary password which can be used instead of SMS based OTP. This will ensure that the your details are much safer than ever. mAadhaar application also allow you to get the updated view of the profile upon completion of the update request. Further, the app also let users share QR code and password protected eKYC data to retrieve accurate demographic information from it instead of manual entry.Before login in with the mAdhaar app, it should be ensured that your phones number is linked to their Aadhaar card. The app description mentions: ""Registered Mobile Number is essential to use mAadhaar app. In case your mobile number is not registered with Aadhaar visit the nearest Enrolment Centre/Mobile Update End Point.""--Visit nearest Aadhar Center -- Fill the Aadhaar Data update or correction form-- Provide ID proof along with the Form "
43,"Uttar Pradesh Police on Wednesday asked local vendors and restaurant owners in Greater Noida not to prepare or serve non-vegetarian food for a week during the period of Kanwar Yatra. Reportedly, the police have taken this decision because the number of pilgrims returning from Haridwar has increased this year and they only prefer vegetarian food. ","You must've seen ""Shiva Bhakts"" walking around in orange attires, carrying things on their shoulders, on streets around your home and office of late. These people are kanwariyas, and right now is that time of the year where they do their ""religious duties"".Not only has a major chunk of the traffic going in and out of Noida been diverted because of these bhakts' devotion, our food choices are going to be affected too now.On Wednesday, UP police asked local roadside vendors and restaurant owners in Greater Noida (Dadri) not to serve or prepare non-vegetarian food. Why? Because, kanwar yatra. And kanwariyas prefer only pure vegetarian food.The police's justification for bringing this into practice this year is that the number of pilgrims returning from Haridwar to Greater Noida has increased this year.Ram Sen Singh, SHO, Dadri police station, told Times of India, ""We have also removed vendors serving non-vegetarian food. They will be off the road till the religious season of kanwar yatra is on."""
44,"German water expert Martin Riese works as a water sommelier and is paid to taste water for Patina Restaurant Group in California. Riese, who has been drinking water professionally since 2005, is known to be the only certified 'Water Sommelier' in America. He also organises water tastings and classes to teach people how to identify different kinds of water.","You might think you have a high-paying and relaxing job, but what you do for a living is nothing compared to what Martin Riese does. He tastes different kinds of bottled water, and gets paid s**tloads of money for it!Yes, you read that right. Riese is a German water expert, and believes that water should be treated the same way as wine. What does that mean? Well, if we can go around tasting varieties of wine, measuring and comparing the depth of their flavour, then why can't we do the same thing with bottled water?So, instead of a wine sommelier (a steward or expert trained in wine services), Riese is actually a water sommelier. What makes his taste buds tingle is nothing less than H2O, which might come in differently-shaped bottles, and look clear and pure, but it's actually nothing of the kind.Not many people know that bottled water or mineral water is actually graded according to their TDS level. TDS stands for Total Dissolved Solids, or the mineral count in the water we drink. What this essentially means is that there is no bottled water that is pure (though it might look like it). In this day and age, water is treated, has differing mineral counts, and therefore different tastes. A water sommelier is just trained to identify these differences.Also read: Someone deep fried water successfully, just so you could have water pakorasAll you need to be good at this job is an unquenchable thirst for water. Riese is the only one who holds the title of water sommelier in the USA, where he moved from Germany in 2012. Apparently, water sommeliers are quite common in Europe, and all of them advocate water as the most precious drink in the world (now you just can't disagree with that!).Water has body, and depth--we all know this every time we drink some of it. But if the water sommeliers like Riese are to be believed, it has a lot to do with smell and sight as well as taste. Given the rising water crises we face globally, and our increasing dependence on packaged water, developing this sort of a flavour profile might just be the way to go for the future. And experts like Riese are actually doing their part in this venture."
45,"The North Delhi Municipal Corporation is planning to enforce a penalty of ?100 per hour for unauthorised parking along roads that are 60 feet or wider, mostly near marketplaces. The penalty will be applicable from 8 AM to 8 PM on weekdays and ?50 will be added to the base fine of ?100 for each subsequent hour. ","You may have to pay a parking penalty of Rs 100 an hour for leaving your car on the road in areas under the North Delhi Municipal Corporation. The charge could go up to Rs 1,000 for a full day?s illegal parking.The fines are part of a pilot project designed to prevent unauthorised roadside parking, a major cause of congestion on the city?s roads. If it succeeds, the east and south civic agencies could adopt the system too as previous drives to prevent people from parking illegally have flopped.The north municipality will enforce the penalty on roads 60 feet and wider, mostly near marketplaces.Delhi residents living along streets identified for the project will have to pay Rs 80 an hour for parking their cars by the roadside. Their vehicles will be towed away if they don?t. Even shopkeepers will be fined should they break the new law.The pilot project will be launched by this month-end in Model Town and Kamla Nagar.Read: Delhi?s new parking policy: Enforcement will be biggest task for civic agenciesThe penalty is applicable from 8am to 8pm on weekdays and Rs 50 will be added to the base fine of Rs 100 for each subsequent hour.Tailbacks, snarls and shrinking road space are growing problems for the city of 20 million, breathing the foulest air in the planet. The city has 10 million vehicles and toxic exhaust fumes contribute majorly to its air pollution.The courts, National Green Tribunal and government have put curbs and introduced initiatives to reduce the pollution, while the municipal corporations launched extensive drives to fine and tow away vehicles parked at unauthorised areas. But the deterrents haven?t worked much.?Issuing challans to every offender or towing away all vehicles from roadsides isn?t practically possible,? said Yoginder Singh Mann, the spokesperson for the north corporation.Besides, the fines are designed to be lower than what existing laws prescribe.Read: Parking on footpath in Delhi, may land you in jail, attract hefty fine under new policy?The Delhi municipal act says the penalty depends on the vehicle?s weight, rather than the size. That way the challan amount will be between Rs 10,000 and Rs 20,000 for each vehicle. Moreover, we don?t have space to keep towed-away cars,? Mann said.The north corporation doesn?t have tow trucks. It depends on private agencies and fellow corporations for such trucks during drives to prevent illegal parking.According to experts, the solution to traffic congestion is multilevel parking lots and discouraging people from using surface parking spaces by making them prohibitively expensive.The suggestion comes at a time the north corporation plans to double the rates for surface parking and by this month-end a pilot project will be conducted in Model Town.The success of this project may have city-wide implications. The three municipal corporations have 244 surface parking lots with a combined capacity to hold 50,000 vehicles. Of these, 99 are owned by the north corporation.The parking penalty project is initially restricted to Kamla Nagar and Model Town because these two areas have multilevel car parks. But people seldom use them because surface parking is ?cheaper and convenient?. Also, the unpoliced option of parking illegally on roads is always there.?We are expecting resistance from the people in the initial phase. That?s why only two areas have been selected for the time being. Based on the feedback, we might introduce changes,? said Renu Jagdev, the north corporation?s additional commissioner.Puneet Goel, the commissioner of South Delhi Municipal Corporation, called the north agency?s step a good move.?We will surely implement the scheme around multilevel car parking lots as their current use is extremely low. Also, it will reduce congestion on roads,? he said. The SDMC has six multilevel car parking lots.Mohanjeet Singh, the commissioner of East Delhi Municipal Corporation, has appreciated the move too.?We carried drives against vehicles parked illegally on Vikas Marg and challaned more than 1,100 vehicles. But this has not brought any drastic change to the situation. We will surely adopt the penalty parking scheme if it turns out to be successful in north Delhi.?Bhure Lal, chairman of the Supreme Court-appointed Environment Pollution Control Authority, said the initiative would help dissuade people from parking on the roadside, but most of them won?t want to pay the recurring Rs 50 an hour.?Unfortunately in areas such as Kamla Nagar, despite having a multilevel parking, people are congesting the roads. To ensure these facilities are utilised properly, the rates of surface parking lots should be increased manifold,? he said."
46,"A 55-year-old woman named Nirmal Kaur, along with her 32-year-old son Kulwinder Singh, reportedly sacrificed her own grandchildren to free them from 'evil spirits'. While sacrificing the girl and boy, aged five and three, to achieve a degree of tantra, Kaur assured her daughter-in-law that they would come back to life. Kaur and Singh were arrested for practising witchcraft.","You may have heard ghastly stories of human sacrifices but the human sacrifice incident reported from Kotfata village in Bathinda on Wednesday evening has shocked the whole of Punjab.In a horrifying incident, a grandmother with the connivance of her son sacrificed her own grandchildren in the presence of their mother to free them from 'evil spirits'.She assured Rozy that the children would come back to life after the sacrifice.THIS IS WHAT HAPPENEDThe children were laid in front of Nirmal Kaur who along with her son first mercilessly slapped and kicked them. After which, the children were beaten-up with hot tongs(chimta).When the children fell unconscious, Nirmal Kaur ordered her son to give them an electric shock in an attempt to bring them back to life. Later, she also asked her son to put pieces of an electric tube light inside the mouths of the children.Rozy tried to stop her husband and her mother-in-law but was beaten up and locked in a room. She kept crying for help but nobody came to the rescue of her innocent children who died of an electric shock.MORE ABOUT NIRMAL KAUR55-year-old Nirmal Kaur and her son Kulwinder Singh, 32, have been arrested by the police for practicing witchcraft. ""We have arrested the accused Nirmal Kaur and Kulwinder Singh. We will take action against them. The condition of Kulwinder's wife and sister is serious. They are being given medical treatment,"" SSP Bathinda, Swapan Sharma said.Nirmal Kaur claimed that the soul of Sheshnaga, the five headed divine snake which forms a coiled seat for Lord Vishnu to rest on, had entered her and that the locals should worship her.Sources say that the accused Nirmal Kaur had also become estranged from her husband Mukhtiyar Singh and did not allow him to return home.She had relations with some tantrics who regularly visited her."
47,"The lights in an airplane are dimmed during take off and landing as a precautionary measure to allow passengers' eyes to pre-adjust to lower light, in case of an emergency. It helps people to be aware of their surroundings during an emergency evacuation. Additionally, the emergency markings in the aisle and the exit signs are more visible in the dark. ","You may be a regular air traveller but have you ever wondered why planes dim their lights while taking off and landing? Many travellers are unclearÃÂ whetherÃÂ it is aÃÂ deliberate move on the part of the airline to draw the attention of the passengers or merely a dramatic stunt before commencing or ending the journey.Well, allow us to help and set things right.Also Read: Now, you can buy air-travel tickets on EMI"
48,"The regional transport authority has allowed the bike taxis to operate in four Uttar Pradesh districts including Ghaziabad, Gautam Budh Nagar, Hapur and Bulandshahr. There are 17 conditions that have to be fulfilled in order to get a permit for registering a bike taxi, according to the officials. Startups like Rapido, Baxi, Ola and Uber provide bike taxis.","You don't need to spend a fortune on cabs everyday to reach office regularly now, espeically if you commute in Noida and Ghaziabad.The regional transport authority has final given a green signal to bike taxis in four of UP districts that fall under Ghaziabad transport region. Bike taxis are lighter on pocket and a faster mode of transportation for many people. The services will be available in Ghaziabad, Gautam Budh Nagar, Hapur and Bulandshahr.The bike taxi or baxi service is intended to boost last-mile connectivity options as well. There are 17 conditions that have to be fulfilled in order to get a permit for registering a bike taxi according to the officials. ÃÂ ÃÂ ""The RTA has finally given the green signal for plying bike taxis. Last year, the RTA had asked us to obtain terms and conditions from the state administration. It was sent to our headquarters and conditions defined recently. When we moved the terms and conditions, the RTA finally approved it,"" Mayank Jyoti, regional transport officer, Ghaziabad region, told HT. A Baxi services isn't a new concept, countries like Vietnam & Thailand offer the same for tourists and citizens since a long time. Last year when the Odd-Even occurred in Delhi-NCR, baxi services were introduced to Gurgaon. Companies like RapidO, Baxi, MTaxi, Ola & Uber provide bike taxis in Gurgaon which has over 300 baxis currently in operation. The tariffs are fixed at 8.60p/1st km and 8.10p/subsequent km which were fixed by the government for motorcabs as per a 2010 notification. "
